passengerid,homeplanet,cryosleep,cabin,destination,age,vip,roomservice,foodcourt,shoppingmall,spa,vrdeck,name,transported,rommservice,missing_cryo,missing_vip,missing_home,missing_cabin,missing_destination,missing_name,group_number,pass_slot,deck,number,side
0321_01,unknown,False,F/61/S,TRAPPIST-1e,59.0,True,1018.0,0.0,209.0,0.0,0.0,Quites Bache,False,1018.0,0,0,1,0,0,0,0321,01,F,61,S
0322_01,Earth,True,G/45/S,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Annya Blange,False,0.0,0,0,0,0,0,0,0322,01,G,45,S
0324_01,Earth,True,G/53/P,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Carma Hooperez,False,0.0,0,0,0,0,0,0,0324,01,G,53,P
0326_01,Earth,True,G/47/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Charly Edwartizman,False,0.0,0,0,0,0,0,0,0326,01,G,47,S
0327_01,Earth,False,unknown,TRAPPIST-1e,19.0,False,17.0,0.0,784.0,0.0,2.0,Jasony Ocherman,True,17.0,0,0,0,1,0,0,0327,01,unknown,,
0330_01,Europa,False,C/14/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Bellah Siveduced,True,0.0,0,0,0,0,0,0,0330,01,C,14,S
0330_02,Europa,False,C/14/S,TRAPPIST-1e,32.0,False,247.0,4651.0,0.0,46.0,202.0,unknown,True,247.0,0,0,0,0,0,1,0330,02,C,14,S
0330_03,Europa,False,C/14/S,TRAPPIST-1e,33.0,False,443.0,317.0,0.0,148.0,1260.0,Hekaton Siveduced,False,443.0,0,0,0,0,0,0,0330,03,C,14,S
0331_01,Earth,False,F/72/P,TRAPPIST-1e,25.0,False,0.0,0.0,251.0,0.0,552.0,Lewise Burchard,False,0.0,0,0,0,0,0,0,0331,01,F,72,P
0333_01,Mars,True,F/73/P,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Phios Melie,True,0.0,0,0,0,0,0,0,0333,01,F,73,P
0334_01,Mars,False,F/62/S,TRAPPIST-1e,29.0,False,5715.0,2.0,211.0,1476.0,0.0,Unfly Mushe,False,5715.0,0,0,0,0,0,0,0334,01,F,62,S
0336_01,Earth,False,F/74/P,TRAPPIST-1e,44.0,False,695.0,1.0,16.0,0.0,0.0,Maura Cookson,False,695.0,0,0,0,0,0,0,0336,01,F,74,P
0337_01,Mars,True,F/63/S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Guanch Perle,True,0.0,0,0,0,0,0,0,0337,01,F,63,S
0337_02,Mars,False,F/63/S,TRAPPIST-1e,19.0,False,417.0,349.0,634.0,3.0,1057.0,Weros Perle,True,417.0,0,0,0,0,0,0,0337,02,F,63,S
0337_03,Mars,False,F/63/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,unknown,True,0.0,0,0,0,0,0,1,0337,03,F,63,S
0338_01,Earth,True,G/48/S,TRAPPIST-1e,18.0,False,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: shoppingmall, Length: 8693, dtype: float64>",0.0,0.0,Ireen Guerson,True,0.0,0,0,0,0,0,0,0338,01,G,48,S
0340_01,Europa,True,B/10/S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Pentard Poille,True,0.0,0,0,0,0,0,0,0340,01,B,10,S
0341_01,Earth,True,G/57/P,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,Lorian Webstephrey,False,0.0,0,0,0,0,0,0,0341,01,G,57,P
0343_01,Earth,False,F/76/P,PSO J318.5-22,31.0,False,121.0,0.0,0.0,274.0,907.0,Meremy Salez,False,121.0,0,0,0,0,0,0,0343,01,F,76,P
0345_01,Mars,True,E/21/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Berios Racke,False,0.0,0,0,0,0,0,0,0345,01,E,21,S
0346_01,Earth,True,G/59/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Lynney Chanan,True,0.0,0,0,0,0,0,0,0346,01,G,59,P
0347_01,Mars,False,F/64/S,TRAPPIST-1e,27.0,False,434.0,0.0,1434.0,0.0,0.0,Cousk Kraie,False,434.0,0,0,0,0,0,0,0347,01,F,64,S
0348_01,Mars,False,D/12/P,TRAPPIST-1e,22.0,False,142.0,2876.0,202.0,3.0,0.0,Stray Mane,True,142.0,0,0,0,0,0,0,0348,01,D,12,P
0348_02,Mars,False,unknown,TRAPPIST-1e,36.0,False,520.0,0.0,1865.0,0.0,0.0,Weet Mane,True,520.0,1,0,0,1,0,0,0348,02,unknown,,
0350_01,Earth,True,G/60/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Loresa Burchanez,True,0.0,0,0,0,0,0,0,0350,01,G,60,P
0352_01,Mars,False,F/78/P,TRAPPIST-1e,23.0,False,2001.0,0.0,2975.0,0.0,0.0,Hits Strad,False,2001.0,0,0,0,0,0,0,0352,01,F,78,P
0355_01,Earth,True,unknown,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Tricky Warrison,True,0.0,0,0,0,1,0,0,0355,01,unknown,,
0356_01,Europa,True,B/15/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Pharmus Gloyanthy,True,0.0,0,0,0,0,0,0,0356,01,B,15,P
0357_01,Earth,False,F/65/S,TRAPPIST-1e,41.0,False,,1198.0,0.0,124.0,572.0,Eduard Mcleaney,False,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: roomservice, Length: 8693, dtype: float64>",0,0,0,0,0,0,0357,01,F,65,S
0358_01,Earth,True,G/50/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Ronna Connon,True,0.0,0,0,0,0,0,0,0358,01,G,50,S
0358_02,Earth,True,G/50/S,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,Dandy Connon,True,0.0,0,0,0,0,0,0,0358,02,G,50,S
0359_01,Earth,False,F/66/S,PSO J318.5-22,26.0,False,148.0,0.0,453.0,0.0,88.0,Celine Popez,False,148.0,0,0,0,0,0,0,0359,01,F,66,S
0360_01,Earth,False,F/67/S,TRAPPIST-1e,15.0,False,358.0,212.0,33.0,0.0,112.0,Elancy Staffersby,False,358.0,0,0,0,0,0,0,0360,01,F,67,S
0361_01,Earth,False,F/68/S,55 Cancri e,33.0,False,0.0,36.0,0.0,280.0,417.0,Virgie Headardyer,True,0.0,0,0,0,0,0,0,0361,01,F,68,S
0365_01,Earth,False,G/51/S,55 Cancri e,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: age, Length: 8693, dtype: float64>",False,0.0,0.0,0.0,685.0,21.0,Dandra Jacostaney,False,0.0,0,0,0,0,0,0,0365,01,G,51,S
0368_01,Mars,False,F/82/P,TRAPPIST-1e,26.0,False,2832.0,107.0,4447.0,15.0,4.0,Resers Perte,False,2832.0,0,0,0,0,0,0,0368,01,F,82,P
0368_02,Mars,True,F/82/P,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Batech Perte,True,0.0,0,0,0,0,0,0,0368,02,F,82,P
0369_01,Earth,False,G/53/S,TRAPPIST-1e,24.0,False,0.0,0.0,592.0,177.0,58.0,Veroy Pottonalden,True,0.0,0,0,0,0,0,0,0369,01,G,53,S
0370_01,Earth,False,F/83/P,TRAPPIST-1e,30.0,False,0.0,95.0,0.0,441.0,1023.0,Tine Coffmaney,False,0.0,0,0,0,0,0,0,0370,01,F,83,P
0371_01,Mars,True,F/84/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Chrey Dutte,True,0.0,0,0,0,0,0,0,0371,01,F,84,P
0372_01,Earth,False,F/85/P,TRAPPIST-1e,24.0,False,0.0,5.0,0.0,2766.0,0.0,unknown,False,0.0,0,0,0,0,0,1,0372,01,F,85,P
0373_01,Earth,True,G/62/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Billex Mcneiderson,False,0.0,0,0,0,0,0,0,0373,01,G,62,P
0375_01,Earth,False,E/22/P,TRAPPIST-1e,20.0,False,0.0,0.0,558.0,0.0,230.0,Luzel Vincenton,False,0.0,0,0,0,0,0,0,0375,01,E,22,P
0376_01,Earth,False,G/54/S,TRAPPIST-1e,22.0,False,116.0,0.0,786.0,6.0,0.0,Francy Spentley,True,116.0,0,0,0,0,0,0,0376,01,G,54,S
0377_01,Europa,False,C/15/S,55 Cancri e,63.0,False,0.0,1068.0,0.0,176.0,8188.0,Wezncha Excialing,False,0.0,0,0,0,0,0,0,0377,01,C,15,S
0378_01,Europa,False,B/11/S,55 Cancri e,18.0,False,17.0,215.0,4.0,5132.0,697.0,Bram Pirejus,False,17.0,0,0,0,0,0,0,0378,01,B,11,S
0378_02,Europa,True,B/11/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Marfak Pirejus,True,0.0,0,0,0,0,0,0,0378,02,B,11,S
0378_03,Europa,False,B/11/S,TRAPPIST-1e,79.0,False,5649.0,235.0,7.0,2579.0,2175.0,Naslon Pirejus,False,5649.0,0,0,0,0,0,0,0378,03,B,11,S
0378_04,Europa,True,B/11/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Muonons Pirejus,True,0.0,0,0,0,0,0,0,0378,04,B,11,S
0378_05,Europa,True,B/11/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Polaton Pirejus,True,0.0,0,0,0,0,0,0,0378,05,B,11,S
0378_06,Europa,False,B/11/S,TRAPPIST-1e,33.0,False,0.0,2491.0,6.0,1173.0,1059.0,Sollum Pirejus,False,0.0,0,0,0,0,0,0,0378,06,B,11,S
0378_07,Europa,True,B/11/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Achib Pirejus,True,0.0,0,0,0,0,0,0,0378,07,B,11,S
0379_01,Earth,False,G/63/P,TRAPPIST-1e,31.0,False,198.0,0.0,591.0,0.0,164.0,Brita Moodson,True,198.0,0,0,0,0,0,0,0379,01,G,63,P
0380_01,Europa,True,unknown,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zinopus Fuelddid,True,0.0,0,0,0,1,0,0,0380,01,unknown,,
0381_01,Europa,True,B/16/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Mesatan Mosteraked,True,0.0,0,0,0,0,0,0,0381,01,B,16,P
0381_02,Europa,True,B/16/P,55 Cancri e,38.0,False,0.0,0.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: shoppingmall, Length: 8693, dtype: float64>",0.0,0.0,Aston Mosteraked,True,0.0,0,0,0,0,0,0,0381,02,B,16,P
0382_01,unknown,False,G/64/P,unknown,23.0,False,348.0,0.0,0.0,4.0,368.0,Blanie Floydendley,False,348.0,0,0,1,0,1,0,0382,01,G,64,P
0383_01,Earth,False,G/55/S,TRAPPIST-1e,28.0,False,82.0,773.0,0.0,3693.0,140.0,Phia Wagnerray,False,82.0,0,0,0,0,0,0,0383,01,G,55,S
0383_02,Earth,True,G/55/S,PSO J318.5-22,34.0,False,0.0,0.0,0.0,0.0,0.0,Evane Wagnerray,False,0.0,0,0,0,0,0,0,0383,02,G,55,S
0384_01,Earth,False,G/56/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Simpsonks,True,0.0,0,0,0,0,0,0,0384,01,G,56,S
0384_02,Earth,False,G/56/S,TRAPPIST-1e,14.0,False,3.0,0.0,881.0,25.0,0.0,Ellard Simpsonks,True,3.0,0,0,0,0,0,0,0384,02,G,56,S
0385_01,Earth,False,G/65/P,TRAPPIST-1e,23.0,False,13.0,747.0,0.0,0.0,128.0,Tanley Klinson,False,13.0,0,0,0,0,0,0,0385,01,G,65,P
0387_01,Earth,True,G/66/P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Verek Merce,False,0.0,0,0,0,0,0,0,0387,01,G,66,P
0388_01,Earth,True,G/57/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Fanna Sullones,False,0.0,0,0,0,0,0,0,0388,01,G,57,S
0389_01,Earth,False,E/23/P,TRAPPIST-1e,18.0,False,391.0,44.0,356.0,0.0,0.0,Elanda Savaraldez,False,391.0,0,0,0,0,0,0,0389,01,E,23,P
0391_01,Europa,False,C/9/P,PSO J318.5-22,27.0,True,69.0,5728.0,0.0,0.0,987.0,Dabik Cowsearney,True,69.0,0,0,0,0,0,0,0391,01,C,9,P
0392_01,Earth,False,E/24/P,TRAPPIST-1e,48.0,False,0.0,111.0,0.0,1508.0,0.0,Ward Carreralend,False,0.0,0,0,0,0,0,0,0392,01,E,24,P
0395_01,Europa,False,B/17/P,55 Cancri e,31.0,True,0.0,11003.0,552.0,8157.0,5688.0,Meropus Hervel,False,0.0,0,0,0,0,0,0,0395,01,B,17,P
0395_02,Europa,False,B/17/P,55 Cancri e,61.0,False,1.0,608.0,0.0,3835.0,1.0,Hadyon Hervel,False,1.0,0,0,0,0,0,0,0395,02,B,17,P
0396_01,Earth,True,G/59/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Brinez Robins,True,0.0,0,0,0,0,0,0,0396,01,G,59,S
0397_01,Mars,True,F/69/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Graw Mepie,True,0.0,0,0,0,0,0,0,0397,01,F,69,S
0398_01,Mars,False,D/13/S,TRAPPIST-1e,22.0,False,28.0,420.0,36.0,6011.0,3.0,Wales Tité,False,28.0,0,0,0,0,0,0,0398,01,D,13,S
0401_01,Mars,False,D/14/S,TRAPPIST-1e,30.0,True,1056.0,0.0,0.0,0.0,0.0,Luse Pimne,False,1056.0,0,0,0,0,0,0,0401,01,D,14,S
0401_02,Mars,False,D/14/S,TRAPPIST-1e,30.0,False,1770.0,0.0,0.0,13.0,0.0,Parney Pimne,False,1770.0,0,0,0,0,0,0,0401,02,D,14,S
0402_01,unknown,True,D/15/S,55 Cancri e,32.0,True,0.0,0.0,0.0,0.0,0.0,Teron Sageng,True,0.0,0,0,1,0,0,0,0402,01,D,15,S
0403_01,Mars,False,D/13/P,TRAPPIST-1e,43.0,True,353.0,896.0,0.0,0.0,2.0,Push Wate,True,353.0,0,0,0,0,0,0,0403,01,D,13,P
0405_01,Earth,False,F/89/P,55 Cancri e,17.0,False,177.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: foodcourt, Length: 8693, dtype: float64>",0.0,310.0,7.0,Denis Flowensley,False,177.0,0,0,0,0,0,0,0405,01,F,89,P
0407_01,Earth,False,G/69/P,TRAPPIST-1e,23.0,False,,21.0,0.0,0.0,1699.0,Dandy Mirez,False,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: roomservice, Length: 8693, dtype: float64>",0,0,0,0,0,0,0407,01,G,69,P
0407_02,Earth,False,F/90/P,TRAPPIST-1e,20.0,False,0.0,465.0,0.0,5.0,223.0,Luzel Mirez,False,0.0,0,0,0,0,0,0,0407,02,F,90,P
0407_03,Earth,True,G/69/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Dennya Mirez,False,0.0,0,0,0,0,0,0,0407,03,G,69,P
0408_01,Mars,False,E/25/P,TRAPPIST-1e,35.0,False,1134.0,113.0,52.0,0.0,0.0,Cus Ble,False,1134.0,0,0,0,0,0,0,0408,01,E,25,P
0409_01,Mars,False,F/71/S,TRAPPIST-1e,31.0,False,0.0,0.0,1116.0,2.0,0.0,Mats Iccle,False,0.0,0,0,0,0,0,0,0409,01,F,71,S
0410_01,Earth,False,F/72/S,55 Cancri e,21.0,False,0.0,150.0,0.0,567.0,0.0,Tyrona Roachoanand,False,0.0,0,0,0,0,0,0,0410,01,F,72,S
0411_01,Earth,False,F/91/P,TRAPPIST-1e,16.0,False,691.0,0.0,101.0,140.0,0.0,Benny Rushorney,False,691.0,0,0,0,0,0,0,0411,01,F,91,P
0412_01,Europa,False,C/11/P,TRAPPIST-1e,60.0,False,0.0,7255.0,5952.0,1537.0,0.0,Baton Quelfly,True,0.0,0,0,0,0,0,0,0412,01,C,11,P
0413_01,Earth,False,F/92/P,TRAPPIST-1e,18.0,False,0.0,157.0,0.0,352.0,60.0,Elina Steinardson,False,0.0,0,0,0,0,0,0,0413,01,F,92,P
0415_01,Earth,True,G/60/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Iney Pierry,False,0.0,0,0,0,0,0,0,0415,01,G,60,S
0417_01,Europa,True,B/18/P,55 Cancri e,68.0,False,0.0,0.0,0.0,0.0,0.0,Lesatik Poicaptic,True,0.0,0,0,0,0,0,0,0417,01,B,18,P
0417_02,Europa,False,B/18/P,55 Cancri e,22.0,False,0.0,1170.0,0.0,5467.0,1241.0,Mirark Unhearfus,False,0.0,0,0,0,0,0,0,0417,02,B,18,P
0417_03,Europa,True,B/18/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Enifik Unhearfus,True,0.0,0,0,0,0,0,0,0417,03,B,18,P
0423_01,Europa,False,B/19/P,TRAPPIST-1e,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: age, Length: 8693, dtype: float64>",False,8.0,3584.0,0.0,13.0,57.0,Syrmark Pumbody,True,8.0,0,0,0,0,0,0,0423,01,B,19,P
0425_01,Mars,False,F/96/P,TRAPPIST-1e,37.0,False,1094.0,2.0,26.0,34.0,1.0,Blesh Fiha,False,1094.0,0,0,0,0,0,0,0425,01,F,96,P
0425_02,Mars,True,F/96/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Cowns Fiha,True,0.0,0,0,0,0,0,0,0425,02,F,96,P
0425_03,Mars,True,F/96/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Ree Fiha,True,0.0,0,0,0,0,0,0,0425,03,F,96,P
0427_01,Europa,False,E/26/P,TRAPPIST-1e,31.0,False,417.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: foodcourt, Length: 8693, dtype: float64>",7185.0,562.0,792.0,Algor Efulows,True,417.0,0,0,0,0,0,0,0427,01,E,26,P
0428_01,Europa,False,C/16/S,TRAPPIST-1e,29.0,False,0.0,4118.0,0.0,715.0,3139.0,Chargin Chocaters,True,0.0,0,0,0,0,0,0,0428,01,C,16,S
0429_01,Europa,False,A/5/S,55 Cancri e,20.0,False,2.0,10116.0,0.0,2.0,225.0,Aino Ineysive,True,2.0,0,0,0,0,0,0,0429,01,A,5,S
0429_02,Europa,True,A/5/S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Taurak Ineysive,True,0.0,0,0,0,0,0,0,0429,02,A,5,S
0430_01,Earth,False,F/75/S,TRAPPIST-1e,29.0,False,0.0,1026.0,0.0,16.0,0.0,Eliana Jorden,True,0.0,0,0,0,0,0,0,0430,01,F,75,S
0431_01,Mars,True,F/97/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Fronch Melto,True,0.0,0,0,0,0,0,0,0431,01,F,97,P
0432_01,Mars,False,F/76/S,TRAPPIST-1e,17.0,False,1483.0,10.0,0.0,0.0,0.0,Caper Knike,False,1483.0,0,0,0,0,0,0,0432,01,F,76,S
0433_01,Europa,False,B/20/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Hekark Mormonized,True,0.0,1,0,0,0,0,0,0433,01,B,20,P
0433_02,Europa,False,B/20/P,TRAPPIST-1e,47.0,False,4.0,891.0,0.0,2962.0,3656.0,Naosura Mormonized,False,4.0,0,0,0,0,0,0,0433,02,B,20,P
0434_01,Mars,True,F/77/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Row Pread,True,0.0,0,0,0,0,0,0,0434,01,F,77,S
0435_01,Earth,True,G/62/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Allie Willynnedy,True,0.0,0,0,0,0,0,0,0435,01,G,62,S
0436_01,Earth,False,G/63/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Hodes,True,0.0,0,0,0,0,0,0,0436,01,G,63,S
0436_02,Earth,False,G/63/S,PSO J318.5-22,56.0,False,46.0,11.0,0.0,622.0,0.0,Lilace Hodes,False,46.0,0,0,0,0,0,0,0436,02,G,63,S
0437_01,Earth,False,F/78/S,TRAPPIST-1e,39.0,False,382.0,0.0,22.0,467.0,0.0,Lynnee Oneiles,False,382.0,0,0,0,0,0,0,0437,01,F,78,S
0437_02,Earth,False,F/78/S,PSO J318.5-22,40.0,False,7.0,0.0,840.0,26.0,0.0,Debora Oneiles,False,7.0,0,0,0,0,0,0,0437,02,F,78,S
0438_01,Europa,True,B/13/S,TRAPPIST-1e,40.0,False,,0.0,0.0,0.0,0.0,Dyonon Diateous,True,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: roomservice, Length: 8693, dtype: float64>",0,0,0,0,0,0,0438,01,B,13,S
0439_01,Europa,False,C/13/P,55 Cancri e,34.0,False,,5637.0,45.0,1936.0,56.0,Izarino Unciate,False,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: roomservice, Length: 8693, dtype: float64>",0,0,0,0,0,0,0439,01,C,13,P
0441_01,Earth,False,F/79/S,55 Cancri e,32.0,False,0.0,0.0,0.0,722.0,0.0,Loree Hahnstonsen,False,0.0,0,0,0,0,0,0,0441,01,F,79,S
0442_01,Earth,False,F/98/P,TRAPPIST-1e,35.0,False,7.0,1043.0,0.0,0.0,0.0,Elica Armstromez,False,7.0,0,0,0,0,0,0,0442,01,F,98,P
0444_01,Mars,False,D/15/P,TRAPPIST-1e,32.0,True,2484.0,429.0,102.0,0.0,0.0,Camonk Curte,False,2484.0,0,0,0,0,0,0,0444,01,D,15,P
0444_02,unknown,False,F/99/P,TRAPPIST-1e,26.0,True,1869.0,0.0,136.0,0.0,0.0,Colal Curte,False,1869.0,0,0,1,0,0,0,0444,02,F,99,P
0445_01,Earth,False,F/80/S,TRAPPIST-1e,25.0,False,1352.0,0.0,0.0,24.0,799.0,Loria Marshopper,False,1352.0,0,0,0,0,0,0,0445,01,F,80,S
0445_02,unknown,False,E/25/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,77.0,715.0,Rice Marshopper,False,0.0,0,0,1,0,0,0,0445,02,E,25,S
0446_01,Europa,True,B/21/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Hadira Singmage,True,0.0,0,0,0,0,0,0,0446,01,B,21,P
0447_01,Earth,False,F/81/S,TRAPPIST-1e,22.0,False,9.0,0.0,795.0,0.0,0.0,Ferry Mcclayton,True,9.0,0,0,0,0,0,0,0447,01,F,81,S
0448_01,Earth,False,E/27/P,TRAPPIST-1e,24.0,False,757.0,0.0,0.0,32.0,0.0,Elara Hoppernardy,False,757.0,0,0,0,0,0,0,0448,01,E,27,P
0448_02,Earth,True,G/71/P,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,unknown,True,0.0,0,0,0,0,0,1,0448,02,G,71,P
0449_01,Earth,True,G/64/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Nathy Moongton,True,0.0,0,0,0,0,0,0,0449,01,G,64,S
0452_01,Mars,True,E/26/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Swafox Ecart,True,0.0,0,0,0,0,0,0,0452,01,E,26,S
0453_01,Europa,True,B/14/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Aldun Taptiritty,True,0.0,0,0,0,0,0,0,0453,01,B,14,S
0453_02,Europa,True,unknown,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Minopus Taptiritty,True,0.0,0,0,0,1,0,0,0453,02,unknown,,
0453_03,Europa,True,B/14/S,TRAPPIST-1e,74.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Taptiritty,True,0.0,0,0,0,0,0,0,0453,03,B,14,S
0454_01,Europa,False,B/15/S,55 Cancri e,28.0,True,5.0,4288.0,0.0,745.0,5.0,Tabius Geoconne,True,5.0,1,0,0,0,0,0,0454,01,B,15,S
0454_02,Europa,True,B/15/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Etair Fushausive,True,0.0,0,0,0,0,0,0,0454,02,B,15,S
0454_03,Europa,True,B/15/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Hallux Geoconne,True,0.0,0,0,0,0,0,0,0454,03,B,15,S
0456_01,Earth,False,F/83/S,TRAPPIST-1e,55.0,False,210.0,185.0,188.0,59.0,73.0,Lulah Hinetthews,False,210.0,0,0,0,0,0,0,0456,01,F,83,S
0457_01,Earth,False,G/72/P,PSO J318.5-22,19.0,False,0.0,0.0,747.0,26.0,0.0,Leonyl Poperez,True,0.0,0,0,0,0,0,0,0457,01,G,72,P
0457_02,Earth,True,G/72/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Poperez,False,0.0,0,0,0,0,0,0,0457,02,G,72,P
0457_03,Earth,False,G/72/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Joela Poperez,False,0.0,0,0,0,0,0,0,0457,03,G,72,P
0458_01,Europa,True,D/16/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Zanin Bedectical,True,0.0,0,0,0,0,0,0,0458,01,D,16,S
0459_01,Earth,False,F/84/S,TRAPPIST-1e,15.0,False,2156.0,0.0,0.0,59.0,2.0,Hardy Nichoan,False,2156.0,0,0,0,0,0,0,0459,01,F,84,S
0460_01,Earth,True,G/65/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Shawne Jenningley,True,0.0,0,0,0,0,0,0,0460,01,G,65,S
0461_01,Earth,False,E/27/S,PSO J318.5-22,31.0,False,0.0,869.0,0.0,0.0,0.0,Shany Yorkland,True,0.0,0,0,0,0,0,0,0461,01,E,27,S
0461_02,Earth,False,F/85/S,TRAPPIST-1e,22.0,False,0.0,70.0,182.0,612.0,20.0,Warry Yorkland,True,0.0,0,0,0,0,0,0,0461,02,F,85,S
